SUBD_DESC,median_price,n_parcels,median_size,median_dur_owned
SEVEN OAKS TWNHMS PH 3,121250,16,0.056,16.5575342465753
SHANNON SUMMIT CD P03-04,0,1,0.945,
SHAW HILLS ESTATES,0,16,0.697,14.8972602739726
SHEPARDS SQUARE/PH:01,0,35,0.042,0.805479452054795
SHERRON ACRES,0,36,0.417,16.4
SHERRON FARMS/PH:5,271750,14,0.1345,1.47397260273973
SHERRON FARMS/PH:6-6A-7,308000,24,0.2305,2.77808219178082
SHERRON HLS,0,88,0.516,15.1315068493151
SHERRON RD TRACT/PH02,290250,20,0.1665,4.2
SHERRON RD TRACT/PH03,313750,54,0.187,3.37260273972603
SHERRON RD TRACT/PH04,310250,26,0.1955,2.16849315068493
SHERWOOD FRST,28250,40,0.2075,11.0904109589041
SHERWOOD FRST EXT 2,35000,35,0.228,19.3041095890411
SHERWOOD FRST EXT 3,3784.5,22,0.199,19.9794520547945
SHERWOOD FRST SEC 1,32500,24,0.2235,15.9643835616438
SHERWOOD FRST SEC 2,47000,20,0.2195,17.2150684931507
SHERWOOD FRST SEC 3,0,24,0.2305,17.4
SHERWOOD FRST SEC 4,21750,38,0.2215,15.3835616438356
SHOP HILL TR/UNCWI BUFFER,0,6,38.3395,6.80821917808219
SNOWHILL ESTATES SEC 1,0,18,0.919,13.3095890410959
SNOWHILL/WDLANDS PRES@ P1,250000,43,0.262,4.79315068493151
SNOWHILL/WDLANDS PRES@ P2,189500,10,0.256,6.87260273972603
SOLTERRA,318500,40,0.1835,9.05205479452055
SOUTH ADAMS PARK,144500,64,0.163,7.61917808219178
SOUTH FORTY ESTATES,65000,5,9.108,14.3369863013699
SOUTH SQR SHOPPING CTR,2e+06,15,1.691,14.6219178082192
SOUTHAMPTON,330000,58,0.284,4.4972602739726
SOUTHEAST PRK SEC 1,0,17,0.189,16.5547945205479
SOUTHEAST PRK SEC 2,97000,35,0.326,4.72328767123288
SOUTHEAST PRK SEC 5,0,19,0.257,16.0232876712329
SOUTHERLAND HGHTS,41000,36,0.41,6.41780821917808
SOUTHERN CONST CO,45000,25,0.166,8.47260273972603
SOUTHERN TERRACE,0,33,0.391,22.3520547945206
SOUTHERN TERRACE EXT 3,0,20,0.541,23.4027397260274
SOUTHERN TERRACE SEC 1,65500,24,0.3735,23.4027397260274
SOUTHLAND PRK,145000,33,0.257,13.3041095890411
SOUTHPOINT PROF CNTR PH2,455500,11,0,3.88493150684932
SOUTHPT HLS@/PH-1 2 3,508000,28,0.3105,7.04931506849315
SOUTHPT HLS@/PH-1A 1B 2,485750,96,0.2495,6.33424657534247
SOUTHPT HLS@/PH-1A LT-1,458000,4,0.2175,9.62602739726027
SOUTHPT HLS@/PH-2A 2B,423500,22,0.227,3.26027397260274
SOUTHPT HLS@/PH-3A 3B,470000,48,0.227,3.33150684931507
SOUTHPT HLS@/PH-4A,585000,15,0.354,4.62739726027397
SOUTHPT HLS@/PH-4B 5,584500,40,0.3565,2.63424657534247
SOUTHPT HOTEL CD,0,1,3.751,11.6164383561644
SOUTHPT MALL LLC,1089500,5,6.851,0.802739726027397
SOUTHPT TER/PAT HME/P-01,240000,53,0.09,7.38630136986301
SOUTHPT TER/PAT HME/P-02,268250,34,0.096,4.47123287671233
SOUTHPT TER/PAT HME/P-03,255500,25,0.094,5.2986301369863
SOUTHSIDE,193750,44,0.153,4.5013698630137
SOUTHSIDE EAST PH 01--/AP,0,10,0.033,
SOUTHWOOD FRST SEC 1,82250,4,0.541,12.2246575342466
SOUTHWOOD FRST SEC 2,164500,24,0.485,13.3123287671233
SOUTHWOOD FRST SEC 3,250,28,0.5735,18.4684931506849
SOUTHWOOD FRST SEC 4,174000,11,0.647,5.11506849315069
SOUTHWOOD FRST SEC 5,176500,14,0.791,18.3054794520548
SPARGER SPRGS TW P-01/03,118000,23,0.029,11.2821917808219
SPARGER SPRGS TW P-04/05,108000,17,0.045,7.8027397260274
SPARGER SPRGS TW P-06/07,105000,19,0.048,17.8794520547945
SPARGER SPRGS TW P-08/10,119500,18,0.045,11.5095890410959
SPARGER SPRGS TW P-09/11,104000,21,0.045,11.8876712328767
SPARGER SPRGS TW P-12,113000,16,0.0485,23.4027397260274
SPARGER WDS,0,9,0.463,12.258904109589
SPEIGHTON HILLS,0,2,0.594,23.4027397260274
SPLIT RAIL PLC SEC 1,181500,4,1.0335,13.1821917808219
SPLIT RAIL PLC SEC 2,0,21,0.983,23.4027397260274
SPRGHL/CRTLAND GRN TW P1,140000,3,0.059,13.3054794520548
SPRGHL/DARBY GLN TW P1 S1,116000,6,0.035,8.47260273972603
SPRGHL/DARBY GLN TW P1 S2,125000,5,0.043,15.2246575342466
SPRGHL/DARBY GLN TW P2,122000,11,0.047,23.4027397260274
SPRGHL/DARBY GLN TW P3,125000,19,0.028,6.3013698630137
SPRING VLY,120000,139,0.463,23.4027397260274
SPRINGDALE ACRES,0,26,0.845,17.4
SPRUCE KNOB,0,11,0.196,12.5534246575342
ST ANDREWS CMN SEC 1,0,7,0.34,23.4027397260274
ST ANDREWS CMN SEC 2,247500,9,0.343,18.8109589041096
ST JAMES PLACE CONDOS,121000,5,0,5.89041095890411
STAGESTOP,241500,15,0.716,22.8041095890411
STEPHENS WDS PH 1,187500,24,0.3975,22.5630136986301
STERLING PH 2 TWHMS,0,53,0.08,1.28493150684932
STERLING TWHMS 4A,250500,7,0.074,3.29452054794521
STERLING TWHMS PH01,249750,114,0.0935,3.87945205479452
STERLING/PH 2,347500,159,0.139,1.25342465753425
STERLING/PH01,345000,17,0.177,3.71232876712329
STIRRUP CRK PH 2,155000,41,0.354,9.78630136986301
STIRRUP CRK SEC 1-A,83500,13,0.365,15.8054794520548
STIRRUP CRK SEC 1-B,142500,20,0.321,23.4027397260274
STIRRUP CRK SEC 1-C,170250,10,0.351,1.44931506849315
STIRRUP CRK SEC 1-D,134500,28,0.344,18.758904109589
STOKESDALE,0,190,0.144,14.9698630136986
STONE HILL ESTATES PH 1,126000,29,0.177,13.2246575342466
STONE HILL ESTATES PH 2,115500,36,0.172,16.1369863013699
STONE HILL ESTATES PH 3,121500,54,0.172,11.4493150684932
STONE HILL ESTATES PH 4,129500,38,0.178,16.8849315068493
STONE HILL ESTATES PH 5,120000,52,0.2055,9.8041095890411
STONE HILL ESTATES PH 5-A,127250,14,0.1905,15.958904109589
STONE HILL ESTATES PH 6-B,0,1,2.824,11.4493150684932
STONEBRDG PH 01,217000,29,0.238,11.3698630136986
STONEBRDG PH 01-A,96500,10,0.2115,23.4027397260274
STONEBRDG PH 01-B,232000,3,0.27,23.4027397260274
STONEBRDG PH 02-A,187750,26,0.236,3.09178082191781
STONEBRDG PH 02-B,176750,26,0.199,16.7547945205479
STONEBRDG PH 03,173000,34,0.172,15.0383561643836
STONEGATE,125000,36,0.5725,21.8
STONEHILL ESTATES PH 1-A,151000,49,0.226,3.87123287671233
STONEHILL ESTATES PH 2,154500,51,0.222,5.63698630136986
STONEHILL ESTATES PH 3,153000,38,0.228,4.47397260273973
STONEHILL ESTATES PH 4,152750,40,0.217,6.97260273972603
STONEWALL VLG PH 01 SEC 1,0,21,0.042,23.4027397260274
STONEWALL VLG PH 01 SEC 3,95000,22,0.034,13.6821917808219
STONEWALL VLG PH 02 SEC 3,93000,19,0.032,12.913698630137
STONEWALL VLG PH 03 SEC 3,77000,9,0.05,17.8493150684932
STONEWALL VLG PH 04 SEC 3,102500,4,0.0575,13.0095890410959
STONEWALL VLG PH 05 SEC 3,0,7,0.034,6.53698630136986
STONEWALL VLG PH 06 SEC 3,86500,13,0.033,20.5082191780822
STONEWALL VLG PH 07 SEC 3,95000,13,0.033,17.4
STONEWALL VLG PH 09 SEC 3,91000,7,0.033,3.95205479452055
STONEWALL VLG PH 10 SEC 3,122500,7,0.039,23.4027397260274
STONEWALL VLG PH 11 SEC 3,87000,11,0.052,14.0643835616438
STONEYBROOK COTTAGES PH 1,287500,22,0.1595,9.29315068493151
STONEYBROOK COTTAGES PH 2,332000,27,0.157,2.3041095890411
STOWE & FARROW RECOMB,152000,2,0.841,
STRATFORD GLEN,167750,30,0.3225,21.0109589041096
STRATFORD LKS TW LT 1-172,158250,156,0.026,3.66986301369863
STRATTON PRK PH 1,0,3,0.11,8.62054794520548
STRUCTURE HOUSE-------/AP,0,1,12.428,
SUITTSVILLE,109250,4,1.846,14.9013698630137
SUMMER MDW SGL FMLY P-1,128500,40,0.1455,11.0835616438356
SUMMER MDW SGL FMLY P-2,144750,90,0.151,14.1424657534247
SUMMER MDW SGL FMLY P-3,148500,65,0.161,12.372602739726
SUMMER MDW SGL FMLY P-5A,179250,12,0.159,12.0383561643836
SUMMER MDW SGL FMLY P-5B,165750,54,0.173,11.1739726027397
SUMMER MDW TW B01&02,49250,8,0.0965,0.454794520547945
SUMMER MDW TW B03&06,110500,4,0.1,4.66849315068493
SUMMER MDW TW B04&05,92500,8,0.0755,5.68219178082192
SUMMER MDW TW B070810,105000,12,0.0605,6.79178082191781
SUMMER MDW TW B09,145000,2,0.1235,8.29178082191781
SUMMER MDW TW B11&22,111000,8,0.0955,6.36712328767123
SUMMER MDW TW B12-21  P2,120500,32,0.08,6.25342465753425
SUMMER MDW TW P-1,0,1,1.774,
SUMMER MDW TW P-2,0,2,2.5065,12.3972602739726
SUMMERFIELD SEC 1,0,8,0.817,23.4027397260274
SUMMERFIELD SEC 2,0,11,0.812,22.4027397260274
SUN PNTE,94500,10,1.0535,13.6438356164384
SUNNINGDALE PH 01,219000,54,0.245,8.2986301369863
SUNNINGDALE PH 02,226500,42,0.2375,15.4739726027397
SUNRDG PNTE TWN SEC 1,54750,4,0.044,23.4027397260274
SUNSET VLY,95000,43,0.562,11.213698630137
SUNTREE 07 CONDOS,0,3,0,6.39178082191781
SUNTREE 09 CONDOS,45000,3,0,6.39178082191781
SUNTREE 15 CONDOS,120000,3,0,6.39178082191781
SUNTREE 18 CONDOS,69000,3,0,6.39178082191781
SUNTREE PH 1,122500,12,0.237,20.1506849315069
SUNTREE PH 2,97000,9,0.138,1.36986301369863
SUNTREE PH 3,102000,19,0.317,14.1767123287671
SURREY GREEN 2,340000,11,0.628,23.4027397260274
SURREY GREEN SEC 01,495000,13,0.678,11.2506849315068
SURREY GREEN SEC 03,263000,9,0.58,14.6356164383562
SURREY GREEN SEC 04,133000,12,0.6725,23.4027397260274
SURREY GREEN SEC 05,150000,19,0.629,8.43287671232877
SURREY GREEN TWN SEC 02-A,360000,11,0.289,3.03835616438356
SURREY GREEN TWN SEC 02-B,0,5,0.226,5.66164383561644
SWANNS MILL SF PH 01,186250,24,0.265,7.38356164383562
SWANNS MILL SF PH 02/05,190000,51,0.194,14.0986301369863
SWANNS MILL SF PH 03,173250,24,0.134,2.53972602739726
SWANNS MILL SF PH 06,174500,50,0.168,5.92465753424658
SWANNS MILL SF PH 07,170500,75,0.164,6.55753424657534
SWANNS MILL SF PH 08,168500,68,0.159,6.27671232876712
SWANNS MILL TW PH 04,119250,114,0.029,4.09178082191781
SWEETBAY SEC 1,120000,24,0.2235,18.8972602739726
SWEETBAY SEC 2,112500,16,0.184,13.386301369863
SWEETBAY SEC 3,116000,23,0.222,8.95890410958904
SYKESTOWN,21000,13,0.624,16.4
SYLVAN HGHTS,0,18,0.6975,9.45205479452055
SYLVAN HOMESITES,126000,39,0.483,20.3150684931507
SYLVIAN HGHTS,0,32,0.848,23.4027397260274
TALLWOOD,2000,6,0.515,17.7191780821918
TALLWOOD SEC 2,14500,8,0.8505,23.4027397260274
TALLWOOD SEC 4,0,7,0.926,18.1
TANGLEWOOD,0,129,0.459,23.4027397260274
TAYLOR ESTATES TW P-01/02,146000,70,0.0485,6.41369863013699
TAYLOR ESTATES TW P-03/06,143500,41,0.03,4.88767123287671
TAYLOR ESTATES TW P-04/05,168500,50,0.052,4.5
THAXTON PLACE TWHMS P-01,150750,146,0.0445,4.88493150684932
THAXTON PLACE TWHMS P-02A,143750,22,0.044,2.74794520547945
THE CHANCELLOR BLDG CONDO,23000,9,0,18.3027397260274
THE CMNS PH 01,240000,21,0.185,4.54246575342466
THE CMNS PH 02,256500,15,0.17,12.5082191780822
THE COVES,2e+05,4,10.809,
THE DRIVER LAND,38000,25,0.234,14.9753424657534
THE FARTHING PLC,95000,16,0.1955,9.12876712328767
THE GROTTO,389500,19,0.157,6.15753424657534
THE LAW BUILDING CONDOS,0,7,0,17.7205479452055
THE ORCHARD,0,57,0.166,21.6465753424658
THE PERRY BUILDING CONDOS,0,1,0.348,36.7287671232877
THE SUBURBAN L&P CO,30000,569,0.161,14.7013698630137
THE VLY PH 1,90000,15,0.124,15.6835616438356
THE VLY PH 2,340000,17,0.124,11.2931506849315
THE VLY PH 3,319000,19,0.124,6.14246575342466
THE WAREHOUSE CONDO,0,1,2.701,
THIRD EDITION MLSMITH FRM,0,19,0.495,23.4027397260274
THIRD FORK CRK TRAIL,0,5,0.687,23.4027397260274
THOMAS B CONST CO OF DRHM,0,6,0.244,21.1013698630137
THOMPSON RDG TW  PH 01-02,182500,163,0.04,4.46301369863014
THOMPSON RDG TW  PH----04,225000,34,0.05,4.46301369863014
THOMPSON RDG TW PH 03&05,208000,80,0.042,5.01643835616438
THOMPSON VLG/THOMPSON O D,60000,18,0.5,16.372602739726
THREE STREETS CONDO,466750,4,0,
THRIFT HOME DEVELOPMENT,66000,11,0.175,7.25479452054795
TILLEY ACRES,113200,6,0.975,13.6849315068493
TIMBERSTONE PH 1,40500,26,0.274,9.04931506849315
TIMBERSTONE PH 2,58000,20,0.253,16.3452054794521
TIMBERSTONE PH 3,0,35,0.242,23.4027397260274
TOMRICH CONST CO,0,67,0.195,20.8082191780822
TOWN RANCH SEC 2,250000,3,0.427,8.47123287671233
TOWN RANCH SEC 3,0,8,0.406,23.4027397260274
TRAFALGAR PLC,485000,7,0.516,16.7917808219178
TRAPPERS CRK,89000,4,0.9525,16.8986301369863
TRAPPERS CRK SEC 1,200750,6,0.6875,12.7698630136986
TRAPPERS CRK SEC 2,40000,47,0.736,22.2643835616438
TRAPPERS CRK SEC 2 PH 7,250000,13,0.527,1.7041095890411
TRAPPERS CRK SEC 3,206000,15,0.701,12.5561643835616
TREELINE SEC 4,0,3,0.715,23.4027397260274
TREELINE/PLAT BK110-PG077,119000,7,0.325,23.4027397260274
TREELINE/PLAT BK111-PG040,0,3,0.371,7.96438356164384
TREELINE/PLAT BK112-PG189,103500,9,0.51,23.4027397260274
TREYBURN CC VLS P-1 BLD-1,0,9,0.087,19.8945205479452
TREYBURN CC VLS P-1 BLD-2,380000,6,0.1785,13.7041095890411
TREYBURN COUNTRY CLUB,1355500,2,106.173,
TREYBURN FRST,0,3,56.589,11.7561643835616
TREYBURN FRST P-1 LT01-49,206000,6,0.595,14.2301369863014
TREYBURN FRST P-2 LT50-70,388000,21,0.435,4.4986301369863
TREYBURN I-8 PH 1 SGL FML,325000,13,0.413,6.21643835616438
TREYBURN I-8 PH 2 TWNHMS,288000,41,0.131,4.62191780821918
TREYBURN PH 1 SEC 01,395000,16,0.885,11.8876712328767
TREYBURN PH 1 SEC 02,356750,16,0.846,13.5150684931507
TREYBURN PH 1 SEC 03,430000,13,1.197,8.96164383561644
TREYBURN PH 1 SEC 04,166500,14,1.188,19.472602739726
TREYBURN PH 1 SEC 05,566500,11,1.171,9.70821917808219
TREYBURN PH 1 SEC 06,0,23,1.032,21.3972602739726
TREYBURN PH 1 SEC 07,0,7,1.29,16.7342465753425
TREYBURN PH 1 SEC 08,115000,7,1.168,22.7739726027397
TREYBURN PH 1 SEC 09,89000,16,0.4165,23.4027397260274
TREYBURN PH 1 SEC 10,350000,19,0.35,5.29315068493151
TREYBURN PH 1 SEC 11,234500,38,0.2805,14.0547945205479
TREYBURN PH 1 SEC 12,506250,6,1.5075,3.86849315068493
TREYBURN PH 1 SEC 13,261500,12,0.5875,20.6493150684932
TREYBURN PH 1 SEC 13A,242500,4,1.878,10.2054794520548
TREYBURN PH 1 SEC 14,303500,20,0.725,16.372602739726
TREYBURN PH 1 SEC 15,86000,12,0.7585,2.83561643835616
TREYBURN PH 1 SEC 16,360000,19,0.59,8.55616438356164
TREYBURN PH 1 SEC 17,68000,16,0.709,19.8068493150685
TREYBURN PH 1 SEC 18,458000,19,0.824,6.46027397260274
TREYBURN PH 1 SEC 19,306250,16,0.882,15.2904109589041
TREYBURN PH 1 SEC 20,194000,35,0.265,16.4794520547945
TREYBURN PH 1 SEC 20A,265000,17,0.263,11.0520547945205
TREYBURN PH 1 SEC 22A,225000,13,0.258,8.29041095890411
TREYBURN PH 1 SEC 22B,228500,23,0.253,5.27671232876712
TREYBURN PH 1 SEC 23,235000,32,0.273,7.66712328767123
TREYBURN PH 1 SEC 23A,0,5,0.234,9.38356164383562
TREYBURN PH 1 SEC 24,86750,12,1.15,16.4794520547945
TREYBURN PH 1 SEC 25,579500,12,1.1175,2.71095890410959
TREYBURN PH 1 SEC 26,347500,29,0.565,14.3698630136986
TREYBURN PH 1 SEC 28,320000,25,0.644,15.1027397260274
TREYBURN POINT PH 1 SEC 2,455000,17,1.113,4.62191780821918
TREYBURN UN-ASSIGNED 01,0,10,8.6025,10.7287671232877
TREYBURN/ARBR PH 1 SEC 27,246000,50,0.221,6.13698630136986
TREYBURN/HIGHLANDS,535000,15,0.934,1.96164383561644
TREYBURN/STAGVILLE PH 03,282500,68,0.271,7.2958904109589
TRIANGLE CONST CORP,75750,12,0.183,18.1287671232877
TRIANGLE DEV,0,119,0.477,23.4027397260274
TRIANGLE SVS CTR/RECOMB,0,4,12.018,
TRINITY HEIGHTS TWNS,251000,15,0.043,5.79452054794521
TRINITY PLC/TRINITY LOFTS,326500,16,0.026,6.29315068493151
TRINITY RDG,390750,44,0.2585,10.2958904109589
TRINITY TOWNE HMS CONDOS,0,5,0,21.4027397260274
TRIVIUM@BRIER CRK/PH 01,252250,84,0.045,1.64109589041096
TRIVIUM@BRIER CRK/PH 02,0,5,0.063,
TROTTER RDG SEC 1,76000,40,0.385,23.4027397260274
TROTTER RDG SEC 2,124000,4,0.301,23.4027397260274
TROTTER RDG SEC 3,0,4,0.305,23.4027397260274
TROTTER RDG SEC 4,172500,41,0.314,17.7671232876712
TURNAGE HGHTS,0,3,0.46,12.9616438356164
TURNAGE HGHTS S-A T-1,0,18,0.5155,21.2630136986301
TURNAGE HGHTS S-A T-2,120000,19,0.541,12.1287671232877
TURNAGE HGHTS S-AB    REV,0,43,0.493,23.4027397260274
TURNAGE HGHTS S-B,116000,3,0.459,18.1506849315068
TURNAGE HGHTS S-B     REV,120750,8,0.352,13.7438356164384
TURNAGE HGHTS S-C,0,38,0.467,23.4027397260274
TUSCALOOSA FRST,77000,205,0.173,19.2958904109589
TWIN GABLES,137500,18,0.199,23.4027397260274
TWIN LAKES,0,40,0.311,13.7260273972603
TWIN LAKES ESTATES SEC 1,0,5,0.476,14.5643835616438
TWIN LAKES PH 1,0,71,0.261,23.4027397260274
TWIN LAKES PH 2,0,76,0.2545,22.0493150684932
TYLER PRK,138000,13,0.29,13.0904109589041
TYNDRUM,391000,49,0.907,18.6328767123288
UDI COMMUNITY DEV CORP,275000,10,3.23,23.4027397260274
UDI INDUSTRIAL PRK PH 02,0,14,3.011,13.1260273972603
UNITY VLG SEC 1,0,17,0.256,23.4027397260274
UNITY VLG SEC 2,0,18,0.222,13.6287671232877
UNITY VLG SEC 3,0,24,0.218,23.4027397260274
UNITY VLG SEC 4,0,21,0.211,23.4027397260274
UNITY VLG SEC 5,0,26,0.2265,23.4027397260274
UNIV CMNS CONDOS PH 1/2/3,117500,22,0,10.2123287671233
UNIV ESTATES/UNIV TER EXT,125500,130,0.2835,9.88630136986301
UNIV TERRACE/CRUTCHFLD CM,129000,68,0.2765,10.2958904109589
UNIVERSITY MARKETPLACE,1250000,2,4.3885,
UNIVERSITY TOWNES,164000,6,0.0995,6.20821917808219
VALLEY SPRINGS/PH 01,493500,41,0.441,1.24657534246575
VALLEY SPRINGS/PH 02,6e+05,19,0.428,0.96986301369863
VANDERIDGE,139250,32,0.2475,22.3520547945206
VANGUARD PLC,137000,20,0.3125,17.7602739726027
VANTAGE PNTE PH 1,0,2,0.4125,13.6027397260274
VANTAGE PNTE PH 2 SEC 1,154000,1,0.279,
VANTAGE PNTE PH 2 SEC 2,2e+05,1,0.359,18.2986301369863
VESSON AVE TRIPLEX TWNHMS,0,3,0.112,
VICKERS FRM/PROP-GREEN E,0,6,0.183,14.3397260273973
VILLAS AT HOPE VALLEY,430000,7,0.152,3.12328767123288
VLC ABE P1 SF,102500,32,0.1655,16.8493150684932
VLC ABE P2 SF,131250,24,0.142,5.05205479452055
VLC ABE P3 SF,130500,30,0.1345,14.0465753424658
VLC ABE P4 SF,117000,27,0.157,6.70958904109589
VLC BAL E TW,95000,41,0.031,17.2356164383562
VLC BAL W TW,0,9,0.041,23.4027397260274
VLC DKB E P1  CD,0,21,0,21.4027397260274
VLC DKB E P2B CD,570500,7,0,2.27945205479452
VLC RAW P1 TW,90000,46,0.149,23.1424657534247
VLC RAW P2 SF,115000,27,0.16,16.8041095890411
VLC RAW P2 TW,109500,4,0.134,11.1780821917808
VLC TAR E P1/4/5 CD,56000,33,0,11.9671232876712
VLC TAR W P1-5 CD,63000,42,0,10.5479452054795
VLC TAR W PT2 B1-4/6/7 TW,118000,38,0.0265,5.28493150684932
VLC TAR W PT2 BL5 TW,109500,6,0.027,
VLC TAR W PT2 TW (PODS),0,1,3.531,
VLG COL SQR @ IND PK P-01,158500,26,0.049,7.11506849315069
VLG GREEN NORTH MAP 1,0,11,0.299,23.4027397260274
VLG GREEN NORTH MAP 2,51000,20,0.238,23.4027397260274
VLG GREEN NORTH MAP 3,56500,26,0.2335,14.1835616438356
VLG GREEN NORTH MAP 4,57500,6,0.2685,23.4027397260274
VLG GREEN NORTH SHT 1 S-2,106000,26,0.2145,7.71369863013699
VLG GREEN NORTH SHT 2 S-2,0,24,0.2685,23.4027397260274
VLG SQUARE PH 1,132000,31,0.084,6.03287671232877
VLG SQUARE PH 2,142000,19,0.085,2.50684931506849
VLGINDPK 2/JEF P1,201500,28,0.2245,3.28493150684932
VLGINDPK 2/JEF P2,206000,27,0.235,9.35342465753425
VLGINDPK 2/LAF P1 /B01 LT,169000,5,0.053,15.2931506849315
VLGINDPK 2/LAF P1 /B01&08,158000,11,0.057,4.37808219178082
VLGINDPK 2/LAF P1 /B02,169000,5,0.054,16.5506849315069
VLGINDPK 2/LAF P1 /B03,152750,4,0.0605,
VLGINDPK 2/LAF P1 /B04,162500,4,0.059,13.3972602739726
VLGINDPK 2/LAF P1 /B05,0,5,0.071,
VLGINDPK 2/LAF P1 /B05 LT,163500,4,0.062,5.66575342465753
VLGINDPK 2/LAF P1 /B06,167000,4,0.069,2.87671232876712
VLGINDPK 2/LAF P1 /B07,149500,4,0.0605,16.2328767123288
VLGINDPK 2/LAF P1 /B10 LT,172000,4,0.0875,11.3945205479452
VLGINDPK 2/LAF P1 /B11 LT,172000,4,0.0655,14.9671232876712
VLGINDPK 2/LAF P1A,177500,5,0.077,3.27945205479452
VLGINDPK 2/LAF P2   TW/SF,0,6,0.0615,15.5369863013699
VLGINDPK 2/LAF P2 /B12 LT,183000,5,0.055,2.21369863013699
VLGINDPK 2/LAF P2 /B14 LT,155000,5,0.054,
VLGINDPK 2/LAF P2 /B15 LT,173500,4,0.091,14.3780821917808
VLGINDPK 2/LAF P3 /B19 LT,0,6,0.0495,2.37808219178082
VLGINDPK 2/OPEN SPACE,0,1,24.114,4.39178082191781
VLGINDPK 2/YRK P1,0,5,0.142,
VLGINDPK 2/YRK P1 /B01,142500,6,0.045,11.1671232876712
VLGINDPK 2/YRK P1 /B02&15,176250,12,0.049,3.83013698630137
VLGINDPK 2/YRK P1 /B08,77500,6,0.04,3.95890410958904
VLGINDPK 2/YRK P1 /B09,151000,6,0.04,9.58082191780822
VLGINDPK 2/YRK P1 /B14,137000,5,0.044,16.7123287671233
VLGINDPK 2/YRK P1 /B16,159750,6,0.0405,8.3027397260274
VLGINDPK 2/YRK P2-3,0,2,0.4135,
VLGINDPK/LAF P3/B16-18,180750,16,0.0525,2.66301369863014
VLGINDPK/LAF P3/B19-20--,187500,9,0.049,
VLGINDPK/LAF P3/B21-26,181250,26,0.0525,4.36164383561644
VLGINPK2/BLK12-13-17,164000,17,0.039,1.38082191780822
VLGINPK2/YRKP2-3/BLK18-19,167000,13,0.038,1.0027397260274
VLY BROOK SEC 1,133250,8,0.321,21.0178082191781
VLY BROOK SEC 2,235000,5,0.465,18.8904109589041
VLY BROOK SEC 3,0,12,0.353,23.4027397260274
VLY BROOK SEC 4,95500,10,0.372,1.36438356164384
VLY BROOK SEC 6,219500,8,0.419,5.2958904109589
VLY BROOK SEC 7,0,19,0.364,21.6301369863014
VLY RUN SEC 1 BLK C,180000,3,0.659,1.95890410958904
VLY RUN SEC 1 REVISED,151000,23,0.228,13.0684931506849
VLY RUN SEC 2,159500,8,0.2,14.9315068493151
VLY RUN SEC 3,167000,11,0.17,23.4027397260274
VLY RUN SEC 4,156500,5,0.199,11.8931506849315
VLY RUN SEC 5,0,9,0.178,20.972602739726
VLY RUN SEC 6,140000,23,0.185,9.34794520547945
VLY RUN SEC 7,161000,19,0.226,2.13150684931507
VLY RUN SEC 8,169000,14,0.2245,6.8054794520548
W BRIER TWNS@ALEX PK/PH2B,0,1,12.462,
WA WA YANDA,80750,112,0.23,19.0493150684932
WAKE FRST HIGHWAY,0,32,0.462,23.4027397260274
WALDEN POND TWNHMS PH 1/2,81000,29,0.041,22.3917808219178
WALDEN POND TWNHMS PH 3,85500,32,0.037,16.2301369863014
WALDEN POND TWNHMS PH 4,88500,44,0.04,11.4739726027397
WALDEN POND TWNHMS PH 5,96500,23,0.04,4.62191780821918
WALDEN POND TWNHMS PH 6,85500,17,0.035,22.7068493150685
WALDEN POND TWNHMS PH 7,86000,29,0.04,6.45479452054795
WALDEN POND TWNHMS PH 8,88000,17,0.038,9.05753424657534
WALDEN POND TWNHMS PH 9,79000,23,0.035,12.0465753424658
WALDEN SEC 1,106000,3,0.646,23.4027397260274
WALMART REAL ESTATE,0,3,7.617,5.97808219178082
WARREN FRM LOTS 4 & 9,146000,7,0.298,7.63561643835616
WARREN PRK,82500,39,0.171,10.3780821917808
WARREN PRK BLK A,0,15,0.161,23.4027397260274
WARREN PRK OTHER,0,6,0.2355,12.5630136986301
WARREN PRK RESUB,90000,37,0.206,23.4027397260274
WASHINGTON TERRACE,0,84,0.138,23.4027397260274
WATERFORD PH 1-A,236000,35,0.519,19.0972602739726
WATERFORD PH 1-B,220000,27,0.534,21.2616438356164
WATERFORD PH 2,0,18,0.494,23.4027397260274
WATERFORD PH 3,0,3,0.477,14.7904109589041
WDBRDG VLS S1          TW,107000,28,0.039,4.37260273972603
WDBRDG VLS S1     SGL FML,116500,8,0.2425,15.186301369863
WDBRDG VLS S2 PH 2A    TW,106000,35,0.041,6.90821917808219
WDBRDG VLS S2 PH 3A/3B TW,112500,27,0.042,8.8958904109589
WDCRFT/AUTUMN WDS SEC 01,207000,27,0.314,17.6301369863014
WDCRFT/AUTUMN WDS SEC 02,172000,23,0.323,23.4027397260274
WDCRFT/AUTUMN WDS SEC 03,205000,13,0.332,23.4027397260274
WDCRFT/BRANDERMILL DR EXT,189000,15,0.227,4.13424657534247
WDCRFT/CHMY RDG CD P-01,152812.5,2,1.561,23.4027397260274
WDCRFT/CHMY RDG CD P-02,305625,1,2.058,
WDCRFT/CHMY RDG CD P-03,305625,1,1.265,
WDCRFT/CHMY RDG CD P-04,223500,1,0.992,
WDCRFT/CHMY RDG CD P-05,305625,1,0.79,
WDCRFT/CHMY RDG CD P-06,611250,1,1.794,
WDCRFT/CHMY RDG CD P-07,305625,1,1.104,
